0	0	0	1259	1247	0	p
0	0	0	1259	1249	0	p
0	0	0	1259	1255	0	p
0	0	0	1259	1259	0	p
0	0	0	1259	2604	0	p
0	0	0	1259	2606	0	p
0	0	0	1259	2611	0	p
0	0	0	1259	2610	0	p
0	0	0	1259	2617	0	p
0	0	0	1259	2753	0	p
0	0	0	1259	2616	0	p
0	0	0	1259	2601	0	p
0	0	0	1259	2602	0	p
0	0	0	1259	2603	0	p
0	0	0	1259	2612	0	p
0	0	0	1259	2613	0	p
0	0	0	1259	2600	0	p
0	0	0	1259	2619	0	p
0	0	0	1259	2618	0	p
0	0	0	1259	2620	0	p
0	0	0	1259	2614	0	p
0	0	0	1259	2609	0	p
0	0	0	1259	2605	0	p
0	0	0	1259	3501	0	p
0	0	0	1259	2615	0	p
0	0	0	1259	2607	0	p
0	0	0	1259	2608	0	p
0	0	0	1259	1213	0	p
0	0	0	1259	1136	0	p
0	0	0	1259	1214	0	p
0	0	0	1259	2396	0	p
0	0	0	1259	3602	0	p
0	0	0	1259	3603	0	p
0	0	0	1259	3600	0	p
0	0	0	1259	3601	0	p
0	0	0	1259	3764	0	p
0	0	0	1259	2328	0	p
0	0	0	1259	1417	0	p
0	0	0	1259	1418	0	p
0	0	0	1259	2830	0	p
0	0	0	1259	2831	0	p
0	0	0	1259	2832	0	p
0	0	0	1259	2833	0	p
0	0	0	1259	2834	0	p
0	0	0	1259	2835	0	p
0	0	0	1259	2836	0	p
0	0	0	1259	1261	0	p
0	0	0	1259	1260	0	p
0	0	0	1259	2837	0	p
0	0	0	1259	2838	0	p
0	0	0	1259	2839	0	p
0	0	0	1259	2840	0	p
0	0	0	1259	2841	0	p
0	0	0	1259	2842	0	p
0	0	0	1259	2843	0	p
0	0	0	1259	2844	0	p
0	0	0	1259	2845	0	p
0	0	0	1259	2846	0	p
0	0	0	1259	2847	0	p
0	0	0	1259	2650	0	p
0	0	0	1259	2651	0	p
0	0	0	1259	2652	0	p
0	0	0	1259	2653	0	p
0	0	0	1259	2654	0	p
0	0	0	1259	2756	0	p
0	0	0	1259	2655	0	p
0	0	0	1259	2757	0	p
0	0	0	1259	2656	0	p
0	0	0	1259	2657	0	p
0	0	0	1259	2658	0	p
0	0	0	1259	2659	0	p
0	0	0	1259	2676	0	p
0	0	0	1259	2677	0	p
0	0	0	1259	2694	0	p
0	0	0	1259	2695	0	p
0	0	0	1259	2660	0	p
0	0	0	1259	2661	0	p
0	0	0	1259	2662	0	p
0	0	0	1259	2663	0	p
0	0	0	1259	2664	0	p
0	0	0	1259	2665	0	p
0	0	0	1259	2666	0	p
0	0	0	1259	2667	0	p
0	0	0	1259	2668	0	p
0	0	0	1259	2669	0	p
0	0	0	1259	2670	0	p
0	0	0	1259	2671	0	p
0	0	0	1259	2672	0	p
0	0	0	1259	2673	0	p
0	0	0	1259	2674	0	p
0	0	0	1259	2675	0	p
0	0	0	1259	2397	0	p
0	0	0	1259	3502	0	p
0	0	0	1259	3503	0	p
0	0	0	1259	2678	0	p
0	0	0	1259	2679	0	p
0	0	0	1259	2680	0	p
0	0	0	1259	2681	0	p
0	0	0	1259	2682	0	p
0	0	0	1259	2683	0	p
0	0	0	1259	2684	0	p
0	0	0	1259	2685	0	p
0	0	0	1259	2686	0	p
0	0	0	1259	2687	0	p
0	0	0	1259	2688	0	p
0	0	0	1259	2689	0	p
0	0	0	1259	2754	0	p
0	0	0	1259	2755	0	p
0	0	0	1259	1137	0	p
0	0	0	1259	2690	0	p
0	0	0	1259	2691	0	p
0	0	0	1259	2692	0	p
0	0	0	1259	2693	0	p
0	0	0	1259	1232	0	p
0	0	0	1259	1233	0	p
0	0	0	1259	2696	0	p
0	0	0	1259	2697	0	p
0	0	0	1259	2698	0	p
0	0	0	1259	2699	0	p
0	0	0	1259	2701	0	p
0	0	0	1259	2702	0	p
0	0	0	1259	3608	0	p
0	0	0	1259	3712	0	p
0	0	0	1259	3609	0	p
0	0	0	1259	3604	0	p
0	0	0	1259	3605	0	p
0	0	0	1259	3606	0	p
0	0	0	1259	3607	0	p
0	0	0	1259	3766	0	p
0	0	0	1259	3767	0	p
0	0	0	1259	2703	0	p
0	0	0	1259	2704	0	p
0	0	0	1259	112	0	p
0	0	0	1259	548	0	p
0	0	0	1259	113	0	p
0	0	0	1259	549	0	p
0	0	0	1259	174	0	p
0	0	0	1259	175	0	p
0	0	0	1259	1262	0	p
0	0	0	1255	1242	0	p
0	0	0	1255	1243	0	p
0	0	0	1255	1244	0	p
0	0	0	1255	31	0	p
0	0	0	1255	1245	0	p
0	0	0	1255	33	0	p
0	0	0	1255	34	0	p
0	0	0	1255	35	0	p
0	0	0	1255	38	0	p
0	0	0	1255	39	0	p
0	0	0	1255	40	0	p
0	0	0	1255	41	0	p
0	0	0	1255	42	0	p
0	0	0	1255	43	0	p
0	0	0	1255	44	0	p
0	0	0	1255	45	0	p
0	0	0	1255	46	0	p
0	0	0	1255	47	0	p
0	0	0	1255	48	0	p
0	0	0	1255	49	0	p
0	0	0	1255	50	0	p
0	0	0	1255	51	0	p
0	0	0	1255	52	0	p
0	0	0	1255	53	0	p
0	0	0	1255	54	0	p
0	0	0	1255	55	0	p
0	0	0	1255	56	0	p
0	0	0	1255	57	0	p
0	0	0	1255	60	0	p
0	0	0	1255	61	0	p
0	0	0	1255	62	0	p
0	0	0	1255	63	0	p
0	0	0	1255	64	0	p
0	0	0	1255	65	0	p
0	0	0	1255	66	0	p
0	0	0	1255	67	0	p
0	0	0	1255	68	0	p
