car_shop_db	information_schema	user_mapping_options	SELECT um.authorization_identifier, um.foreign_server_catalog, um.foreign_server_name, ((pg_options_to_table(um.umoptions)).option_name)::information_schema.sql_identifier AS option_name, (CASE WHEN ((((um.umuser <> (0)::oid) AND ((um.authorization_identifier)::name = "current_user"())) OR ((um.umuser = (0)::oid) AND pg_has_role((um.srvowner)::name, 'USAGE'::text))) OR (SELECT pg_authid.rolsuper FROM pg_authid WHERE (pg_authid.rolname = "current_user"()))) THEN (pg_options_to_table(um.umoptions)).option_value ELSE NULL::text END)::information_schema.character_data AS option_value FROM information_schema._pg_user_mappings um;	NONE	NO	NO
car_shop_db	information_schema	user_mappings	SELECT _pg_user_mappings.authorization_identifier, _pg_user_mappings.foreign_server_catalog, _pg_user_mappings.foreign_server_name FROM information_schema._pg_user_mappings;	NONE	NO	NO
car_shop_db	information_schema	triggered_update_columns	SELECT (current_database())::information_schema.sql_identifier AS trigger_catalog, (NULL::character varying)::information_schema.sql_identifier AS trigger_schema, (NULL::character varying)::information_schema.sql_identifier AS trigger_name, (current_database())::information_schema.sql_identifier AS event_object_catalog, (NULL::character varying)::information_schema.sql_identifier AS event_object_schema, (NULL::character varying)::information_schema.sql_identifier AS event_object_table, (NULL::character varying)::information_schema.sql_identifier AS event_object_column WHERE false;	NONE	NO	NO
car_shop_db	information_schema	triggers	SELECT (current_database())::information_schema.sql_identifier AS trigger_catalog, (n.nspname)::information_schema.sql_identifier AS trigger_schema, (t.tgname)::information_schema.sql_identifier AS trigger_name, (em.text)::information_schema.character_data AS event_manipulation, (current_database())::information_schema.sql_identifier AS event_object_catalog, (n.nspname)::information_schema.sql_identifier AS event_object_schema, (c.relname)::information_schema.sql_identifier AS event_object_table, (NULL::integer)::information_schema.cardinal_number AS action_order, (NULL::character varying)::information_schema.character_data AS action_condition, ("substring"(pg_get_triggerdef(t.oid), ("position"("substring"(pg_get_triggerdef(t.oid), 48), 'EXECUTE PROCEDURE'::text) + 47)))::information_schema.character_data AS action_statement, (CASE WHEN (((t.tgtype)::integer & 1) = 1) THEN 'ROW'::text ELSE 'STATEMENT'::text END)::information_schema.character_data AS action_orientation, (CASE WHEN (((t.tgtype)::integer & 2) = 2) THEN 'BEFORE'::text ELSE 'AFTER'::text END)::information_schema.character_data AS condition_timing, (NULL::character varying)::information_schema.sql_identifier AS condition_reference_old_table, (NULL::character varying)::information_schema.sql_identifier AS condition_reference_new_table, (NULL::character varying)::information_schema.sql_identifier AS condition_reference_old_row, (NULL::character varying)::information_schema.sql_identifier AS condition_reference_new_row, (NULL::timestamp with time zone)::information_schema.time_stamp AS created FROM pg_namespace n, pg_class c, pg_trigger t, (VALUES (4,'INSERT'::text), (8,'DELETE'::text), (16,'UPDATE'::text)) em(num, text) WHERE ((((((n.oid = c.relnamespace) AND (c.oid = t.tgrelid)) AND (((t.tgtype)::integer & em.num) <> 0)) AND (NOT t.tgisconstraint)) AND (NOT pg_is_other_temp_schema(n.oid))) AND ((pg_has_role(c.relowner, 'USAGE'::text) OR has_table_privilege(c.oid, 'INSERT, UPDATE, DELETE, TRUNCATE, REFERENCES, TRIGGER'::text)) OR has_any_column_privilege(c.oid, 'INSERT, UPDATE, REFERENCES'::text)));	NONE	NO	NO
car_shop_db	information_schema	usage_privileges	(SELECT (u.rolname)::information_schema.sql_identifier AS grantor, ('PUBLIC'::character varying)::information_schema.sql_identifier AS grantee, (current_database())::information_schema.sql_identifier AS object_catalog, (n.nspname)::information_schema.sql_identifier AS object_schema, (t.typname)::information_schema.sql_identifier AS object_name, ('DOMAIN'::character varying)::information_schema.character_data AS object_type, ('USAGE'::character varying)::information_schema.character_data AS privilege_type, ('NO'::character varying)::information_schema.character_data AS is_grantable FROM pg_authid u, pg_namespace n, pg_type t WHERE (((u.oid = t.typowner) AND (t.typnamespace = n.oid)) AND (t.typtype = 'd'::"char")) UNION ALL SELECT (u_grantor.rolname)::information_schema.sql_identifier AS grantor, (grantee.rolname)::information_schema.sql_identifier AS grantee, (current_database())::information_schema.sql_identifier AS object_catalog, (''::character varying)::information_schema.sql_identifier AS object_schema, (fdw.fdwname)::information_schema.sql_identifier AS object_name, ('FOREIGN DATA WRAPPER'::character varying)::information_schema.character_data AS object_type, ('USAGE'::character varying)::information_schema.character_data AS privilege_type, (CASE WHEN (pg_has_role(grantee.oid, fdw.fdwowner, 'USAGE'::text) OR aclcontains(fdw.fdwacl, makeaclitem(grantee.oid, u_grantor.oid, 'USAGE'::text, true))) THEN 'YES'::text ELSE 'NO'::text END)::information_schema.character_data AS is_grantable FROM pg_foreign_data_wrapper fdw, pg_authid u_grantor, (SELECT pg_authid.oid, pg_authid.rolname FROM pg_authid UNION ALL SELECT (0)::oid AS oid, 'PUBLIC') grantee(oid, rolname) WHERE (aclcontains(fdw.fdwacl, makeaclitem(grantee.oid, u_grantor.oid, 'USAGE'::text, false)) AND ((pg_has_role(u_grantor.oid, 'USAGE'::text) OR pg_has_role(grantee.oid, 'USAGE'::text)) OR (grantee.rolname = 'PUBLIC'::name)))) UNION ALL SELECT (u_grantor.rolname)::information_schema.sql_identifier AS grantor, (grantee.rolname)::information_schema.sql_identifier AS grantee, (current_database())::information_schema.sql_identifier AS object_catalog, (''::character varying)::information_schema.sql_identifier AS object_schema, (srv.srvname)::information_schema.sql_identifier AS object_name, ('FOREIGN SERVER'::character varying)::information_schema.character_data AS object_type, ('USAGE'::character varying)::information_schema.character_data AS privilege_type, (CASE WHEN (pg_has_role(grantee.oid, srv.srvowner, 'USAGE'::text) OR aclcontains(srv.srvacl, makeaclitem(grantee.oid, u_grantor.oid, 'USAGE'::text, true))) THEN 'YES'::text ELSE 'NO'::text END)::information_schema.character_data AS is_grantable FROM pg_foreign_server srv, pg_authid u_grantor, (SELECT pg_authid.oid, pg_authid.rolname FROM pg_authid UNION ALL SELECT (0)::oid AS oid, 'PUBLIC') grantee(oid, rolname) WHERE (aclcontains(srv.srvacl, makeaclitem(grantee.oid, u_grantor.oid, 'USAGE'::text, false)) AND ((pg_has_role(u_grantor.oid, 'USAGE'::text) OR pg_has_role(grantee.oid, 'USAGE'::text)) OR (grantee.rolname = 'PUBLIC'::name)));	NONE	NO	NO
car_shop_db	information_schema	view_column_usage	SELECT DISTINCT (current_database())::information_schema.sql_identifier AS view_catalog, (nv.nspname)::information_schema.sql_identifier AS view_schema, (v.relname)::information_schema.sql_identifier AS view_name, (current_database())::information_schema.sql_identifier AS table_catalog, (nt.nspname)::information_schema.sql_identifier AS table_schema, (t.relname)::information_schema.sql_identifier AS table_name, (a.attname)::information_schema.sql_identifier AS column_name FROM pg_namespace nv, pg_class v, pg_depend dv, pg_depend dt, pg_class t, pg_namespace nt, pg_attribute a WHERE ((((((((((((((((nv.oid = v.relnamespace) AND (v.relkind = 'v'::"char")) AND (v.oid = dv.refobjid)) AND (dv.refclassid = ('pg_class'::regclass)::oid)) AND (dv.classid = ('pg_rewrite'::regclass)::oid)) AND (dv.deptype = 'i'::"char")) AND (dv.objid = dt.objid)) AND (dv.refobjid <> dt.refobjid)) AND (dt.classid = ('pg_rewrite'::regclass)::oid)) AND (dt.refclassid = ('pg_class'::regclass)::oid)) AND (dt.refobjid = t.oid)) AND (t.relnamespace = nt.oid)) AND (t.relkind = ANY (ARRAY['r'::"char", 'v'::"char"]))) AND (t.oid = a.attrelid)) AND (dt.refobjsubid = a.attnum)) AND pg_has_role(t.relowner, 'USAGE'::text));	NONE	NO	NO
car_shop_db	information_schema	view_routine_usage	SELECT DISTINCT (current_database())::information_schema.sql_identifier AS table_catalog, (nv.nspname)::information_schema.sql_identifier AS table_schema, (v.relname)::information_schema.sql_identifier AS table_name, (current_database())::information_schema.sql_identifier AS specific_catalog, (np.nspname)::information_schema.sql_identifier AS specific_schema, ((((p.proname)::text || '_'::text) || (p.oid)::text))::information_schema.sql_identifier AS specific_name FROM pg_namespace nv, pg_class v, pg_depend dv, pg_depend dp, pg_proc p, pg_namespace np WHERE ((((((((((((nv.oid = v.relnamespace) AND (v.relkind = 'v'::"char")) AND (v.oid = dv.refobjid)) AND (dv.refclassid = ('pg_class'::regclass)::oid)) AND (dv.classid = ('pg_rewrite'::regclass)::oid)) AND (dv.deptype = 'i'::"char")) AND (dv.objid = dp.objid)) AND (dp.classid = ('pg_rewrite'::regclass)::oid)) AND (dp.refclassid = ('pg_proc'::regclass)::oid)) AND (dp.refobjid = p.oid)) AND (p.pronamespace = np.oid)) AND pg_has_role(p.proowner, 'USAGE'::text));	NONE	NO	NO
car_shop_db	information_schema	view_table_usage	SELECT DISTINCT (current_database())::information_schema.sql_identifier AS view_catalog, (nv.nspname)::information_schema.sql_identifier AS view_schema, (v.relname)::information_schema.sql_identifier AS view_name, (current_database())::information_schema.sql_identifier AS table_catalog, (nt.nspname)::information_schema.sql_identifier AS table_schema, (t.relname)::information_schema.sql_identifier AS table_name FROM pg_namespace nv, pg_class v, pg_depend dv, pg_depend dt, pg_class t, pg_namespace nt WHERE ((((((((((((((nv.oid = v.relnamespace) AND (v.relkind = 'v'::"char")) AND (v.oid = dv.refobjid)) AND (dv.refclassid = ('pg_class'::regclass)::oid)) AND (dv.classid = ('pg_rewrite'::regclass)::oid)) AND (dv.deptype = 'i'::"char")) AND (dv.objid = dt.objid)) AND (dv.refobjid <> dt.refobjid)) AND (dt.classid = ('pg_rewrite'::regclass)::oid)) AND (dt.refclassid = ('pg_class'::regclass)::oid)) AND (dt.refobjid = t.oid)) AND (t.relnamespace = nt.oid)) AND (t.relkind = ANY (ARRAY['r'::"char", 'v'::"char"]))) AND pg_has_role(t.relowner, 'USAGE'::text));	NONE	NO	NO
car_shop_db	information_schema	views	SELECT (current_database())::information_schema.sql_identifier AS table_catalog, (nc.nspname)::information_schema.sql_identifier AS table_schema, (c.relname)::information_schema.sql_identifier AS table_name, (CASE WHEN pg_has_role(c.relowner, 'USAGE'::text) THEN pg_get_viewdef(c.oid) ELSE NULL::text END)::information_schema.character_data AS view_definition, ('NONE'::character varying)::information_schema.character_data AS check_option, (CASE WHEN ((EXISTS (SELECT 1 FROM pg_rewrite WHERE (((pg_rewrite.ev_class = c.oid) AND (pg_rewrite.ev_type = '2'::"char")) AND pg_rewrite.is_instead))) AND (EXISTS (SELECT 1 FROM pg_rewrite WHERE (((pg_rewrite.ev_class = c.oid) AND (pg_rewrite.ev_type = '4'::"char")) AND pg_rewrite.is_instead)))) THEN 'YES'::text ELSE 'NO'::text END)::information_schema.character_data AS is_updatable, (CASE WHEN (EXISTS (SELECT 1 FROM pg_rewrite WHERE (((pg_rewrite.ev_class = c.oid) AND (pg_rewrite.ev_type = '3'::"char")) AND pg_rewrite.is_instead))) THEN 'YES'::text ELSE 'NO'::text END)::information_schema.character_data AS is_insertable_into FROM pg_namespace nc, pg_class c WHERE ((((c.relnamespace = nc.oid) AND (c.relkind = 'v'::"char")) AND (NOT pg_is_other_temp_schema(nc.oid))) AND ((pg_has_role(c.relowner, 'USAGE'::text) OR has_table_privilege(c.oid, 'SELECT, INSERT, UPDATE, DELETE, TRUNCATE, REFERENCES, TRIGGER'::text)) OR has_any_column_privilege(c.oid, 'SELECT, INSERT, UPDATE, REFERENCES'::text)));	NONE	NO	NO
car_shop_db	information_schema	data_type_privileges	SELECT (current_database())::information_schema.sql_identifier AS object_catalog, x.objschema AS object_schema, x.objname AS object_name, (x.objtype)::information_schema.character_data AS object_type, x.objdtdid AS dtd_identifier FROM ((((SELECT attributes.udt_schema, attributes.udt_name, 'USER-DEFINED TYPE'::text AS text, attributes.dtd_identifier FROM information_schema.attributes UNION ALL SELECT columns.table_schema, columns.table_name, 'TABLE'::text AS text, columns.dtd_identifier FROM information_schema.columns) UNION ALL SELECT domains.domain_schema, domains.domain_name, 'DOMAIN'::text AS text, domains.dtd_identifier FROM information_schema.domains) UNION ALL SELECT parameters.specific_schema, parameters.specific_name, 'ROUTINE'::text AS text, parameters.dtd_identifier FROM information_schema.parameters) UNION ALL SELECT routines.specific_schema, routines.specific_name, 'ROUTINE'::text AS text, routines.dtd_identifier FROM information_schema.routines) x(objschema, objname, objtype, objdtdid);	NONE	NO	NO
