11059	1255	0	debug function for text search configuration
11060	1255	0	debug function for current text search configuration
1242	1255	0	I/O
1243	1255	0	I/O
1244	1255	0	I/O
31	1255	0	I/O
1245	1255	0	I/O
33	1255	0	I/O
34	1255	0	I/O
35	1255	0	I/O
38	1255	0	I/O
39	1255	0	I/O
40	1255	0	I/O
41	1255	0	I/O
42	1255	0	I/O
43	1255	0	I/O
44	1255	0	I/O
45	1255	0	I/O
46	1255	0	I/O
47	1255	0	I/O
48	1255	0	I/O
49	1255	0	I/O
50	1255	0	I/O
51	1255	0	I/O
52	1255	0	I/O
53	1255	0	I/O
54	1255	0	I/O
55	1255	0	I/O
56	1255	0	less-than
57	1255	0	greater-than
60	1255	0	equal
61	1255	0	equal
62	1255	0	equal
63	1255	0	equal
64	1255	0	less-than
65	1255	0	equal
66	1255	0	less-than
67	1255	0	equal
68	1255	0	equal
69	1255	0	equal
70	1255	0	not equal
1246	1255	0	less-than
72	1255	0	less-than-or-equal
73	1255	0	greater-than
74	1255	0	greater-than-or-equal
77	1255	0	convert char to int4
78	1255	0	convert int4 to char
79	1255	0	matches regex., case-sensitive
1252	1255	0	does not match regex., case-sensitive
1254	1255	0	matches regex., case-sensitive
1256	1255	0	does not match regex., case-sensitive
1257	1255	0	length
1258	1255	0	concatenate
84	1255	0	not equal
89	1255	0	PostgreSQL version string
101	1255	0	restriction selectivity of = and related operators
102	1255	0	restriction selectivity of <> and related operators
103	1255	0	restriction selectivity of < and related operators on scalar datatypes
104	1255	0	restriction selectivity of > and related operators on scalar datatypes
105	1255	0	join selectivity of = and related operators
106	1255	0	join selectivity of <> and related operators
107	1255	0	join selectivity of < and related operators on scalar datatypes
108	1255	0	join selectivity of > and related operators on scalar datatypes
109	1255	0	I/O
110	1255	0	I/O
111	1255	0	equivalent to factorial
115	1255	0	is above (allows touching)
116	1255	0	is below (allows touching)
117	1255	0	I/O
118	1255	0	I/O
119	1255	0	I/O
120	1255	0	I/O
121	1255	0	I/O
122	1255	0	I/O
123	1255	0	I/O
124	1255	0	I/O
125	1255	0	overlaps
126	1255	0	greater-than-or-equal by area
127	1255	0	greater-than by area
128	1255	0	equal by area
129	1255	0	less-than by area
130	1255	0	less-than-or-equal by area
131	1255	0	is above
132	1255	0	is left of
133	1255	0	is right of
134	1255	0	is below
135	1255	0	same as?
136	1255	0	point inside box?
137	1255	0	point within closed path, or point on open path
138	1255	0	center of
139	1255	0	restriction selectivity for area-comparison operators
140	1255	0	join selectivity for area-comparison operators
141	1255	0	multiply
144	1255	0	not equal
145	1255	0	not equal
146	1255	0	greater-than
147	1255	0	greater-than
148	1255	0	less-than-or-equal
149	1255	0	less-than-or-equal
150	1255	0	greater-than-or-equal
151	1255	0	greater-than-or-equal
152	1255	0	multiply
153	1255	0	divide
154	1255	0	divide
155	1255	0	modulus
156	1255	0	modulus
157	1255	0	not equal
158	1255	0	equal
159	1255	0	equal
160	1255	0	less-than
161	1255	0	less-than
162	1255	0	greater-than
163	1255	0	greater-than
164	1255	0	not equal
165	1255	0	not equal
166	1255	0	less-than-or-equal
167	1255	0	less-than-or-equal
168	1255	0	greater-than-or-equal
169	1255	0	greater-than-or-equal
170	1255	0	multiply
171	1255	0	multiply
172	1255	0	divide
173	1255	0	divide
176	1255	0	add
177	1255	0	add
178	1255	0	add
179	1255	0	add
180	1255	0	subtract
181	1255	0	subtract
182	1255	0	subtract
183	1255	0	subtract
184	1255	0	equal
185	1255	0	not equal
186	1255	0	same as?
187	1255	0	contains?
188	1255	0	is left of
189	1255	0	overlaps or is left of
190	1255	0	overlaps or is right of
191	1255	0	is right of
192	1255	0	is contained by?
200	1255	0	I/O
201	1255	0	I/O
202	1255	0	multiply
203	1255	0	divide
204	1255	0	add
205	1255	0	subtract
206	1255	0	negate
207	1255	0	absolute value
208	1255	0	aggregate transition function
209	1255	0	larger of two
211	1255	0	smaller of two
212	1255	0	negate
213	1255	0	negate
214	1255	0	I/O
215	1255	0	I/O
216	1255	0	multiply
217	1255	0	divide
218	1255	0	add
219	1255	0	subtract
220	1255	0	negate
221	1255	0	absolute value
222	1255	0	aggregate transition function
223	1255	0	larger of two
224	1255	0	smaller of two
225	1255	0	center of
226	1255	0	center of
227	1255	0	center of
228	1255	0	round to nearest integer
229	1255	0	truncate to integer
2308	1255	0	smallest integer >= value
2320	1255	0	smallest integer >= value
2309	1255	0	largest integer <= value
2310	1255	0	sign of value
230	1255	0	square root
231	1255	0	cube root
232	1255	0	exponentiation (x^y)
233	1255	0	natural exponential (e^x)
234	1255	0	natural logarithm
235	1255	0	convert int2 to float8
236	1255	0	convert int2 to float4
237	1255	0	convert float8 to int2
238	1255	0	convert float4 to int2
239	1255	0	distance between
240	1255	0	I/O
241	1255	0	I/O
242	1255	0	I/O
243	1255	0	I/O
244	1255	0	add
245	1255	0	subtract
246	1255	0	I/O
247	1255	0	I/O
248	1255	0	abstime in tinterval
249	1255	0	tinterval to reltime
250	1255	0	current date and time (abstime)
251	1255	0	equal
252	1255	0	not equal
253	1255	0	less-than
254	1255	0	greater-than
255	1255	0	less-than-or-equal
256	1255	0	greater-than-or-equal
257	1255	0	equal
258	1255	0	not equal
259	1255	0	less-than
260	1255	0	greater-than
261	1255	0	less-than-or-equal
262	1255	0	greater-than-or-equal
263	1255	0	same as?
264	1255	0	contains?
265	1255	0	overlaps
266	1255	0	length equal
267	1255	0	length not equal to
268	1255	0	length less-than
269	1255	0	length greater-than
270	1255	0	length less-than-or-equal
271	1255	0	length greater-than-or-equal
272	1255	0	start of interval
273	1255	0	end of interval
274	1255	0	current date and time - increments during transactions
275	1255	0	finite abstime?
277	1255	0	intersect?
278	1255	0	intersect?
279	1255	0	multiply
280	1255	0	divide
281	1255	0	add
282	1255	0	subtract
283	1255	0	multiply
284	1255	0	divide
285	1255	0	add
286	1255	0	subtract
287	1255	0	equal
288	1255	0	not equal
289	1255	0	less-than
290	1255	0	less-than-or-equal
291	1255	0	greater-than
292	1255	0	greater-than-or-equal
293	1255	0	equal
294	1255	0	not equal
295	1255	0	less-than
296	1255	0	less-than-or-equal
297	1255	0	greater-than
298	1255	0	greater-than-or-equal
299	1255	0	equal
300	1255	0	not equal
301	1255	0	less-than
302	1255	0	less-than-or-equal
303	1255	0	greater-than
304	1255	0	greater-than-or-equal
305	1255	0	equal
306	1255	0	not equal
307	1255	0	less-than
308	1255	0	less-than-or-equal
309	1255	0	greater-than
310	1255	0	greater-than-or-equal
320	1255	0	bucket number of operand in equidepth histogram
311	1255	0	convert float4 to float8
312	1255	0	convert float8 to float4
313	1255	0	convert int2 to int4
314	1255	0	convert int4 to int2
315	1255	0	equal
316	1255	0	convert int4 to float8
317	1255	0	convert float8 to int4
318	1255	0	convert int4 to float4
319	1255	0	convert float4 to int4
330	1255	0	btree(internal)
636	1255	0	btree(internal)
331	1255	0	btree(internal)
333	1255	0	btree(internal)
334	1255	0	btree(internal)
335	1255	0	btree(internal)
336	1255	0	btree(internal)
337	1255	0	btree(internal)
338	1255	0	btree(internal)
332	1255	0	btree(internal)
972	1255	0	btree(internal)
1268	1255	0	btree(internal)
2785	1255	0	btree(internal)
339	1255	0	same as?
340	1255	0	contains?
341	1255	0	is left of
342	1255	0	overlaps or is left of
343	1255	0	overlaps or is right of
344	1255	0	is right of
345	1255	0	is contained by?
346	1255	0	overlaps
347	1255	0	I/O
348	1255	0	I/O
350	1255	0	btree less-equal-greater
351	1255	0	btree less-equal-greater
842	1255	0	btree less-equal-greater
354	1255	0	btree less-equal-greater
355	1255	0	btree less-equal-greater
